from_airport,from_city,from_country,from_long,from_lat,to_airport,to_city,to_country,to_long,to_lat,airline,airline_country,distance
Capital Intl,Beijing,China,116.974,40.133,Changbei Intl,Nanchang,China,116.5,29.441,Canadian National Airways,Canada,1189
Albuquerque International Sunport,Albuquerque,United States,-106.349,35.067,Washington Dulles Intl,Washington,United States,-77.094,39.574,Continental Airlines,United States,2623
Waco Rgnl,Waco,United States,-96.718,32.018,George Bush Intcntl Houston,Houston,United States,-94.903,30.64,Continental Airlines,United States,230
Almaty,Alma-ata,Kazakhstan,77.067,43.586,Astana Intl,Tselinograd,Kazakhstan,71.778,51.037,Continental Airlines,United States,918
Schiphol,Amsterdam,Netherlands,5.273,52.514,Washington Dulles Intl,Washington,United States,-77.094,39.574,Continental Airlines,United States,6160
Aspen Pitkin County Sardy Field,Aspen,United States,-106.782,39.372,George Bush Intcntl Houston,Houston,United States,-94.903,30.64,Continental Airlines,United States,1451
Hartsfield Jackson Atlanta Intl,Atlanta,United States,-84.047,34.061,George Bush Intcntl Houston,Houston,United States,-94.903,30.64,Continental Airlines,United States,1087
Austin Bergstrom Intl,Austin,United States,-97.45,30.324,Washington Dulles Intl,Washington,United States,-77.094,39.574,Continental Airlines,United States,2114
Wilkes Barre Scranton Intl,Scranton,United States,-75.54,41.564,Newark Liberty Intl,Newark,United States,-73.615,41.154,Continental Airlines,United States,166
Bradley Intl,Windsor Locks,United States,-72.473,42.564,Washington Dulles Intl,Washington,United States,-77.094,39.574,Continental Airlines,United States,510
Birmingham Intl,Birmingham,United States,-86.59,33.938,George Bush Intcntl Houston,Houston,United States,-94.903,30.64,Continental Airlines,United States,862
Banjul Intl,Banjul,Gambia,-16.421,13.563,Conakry,Conakry,Guinea,-13.354,9.961,Continental Airlines,United States,521
Nashville Intl,Nashville,United States,-86.464,36.207,Denver Intl,Denver,United States,-104.456,40.436,Continental Airlines,United States,1635
Boise Air Terminal,Boise,United States,-115.705,43.94,Los Angeles Intl,Los Angeles,United States,-118.014,34.57,Continental Airlines,United States,1060
General Edward Lawrence Logan Intl,Boston,United States,-70.342,42.607,Newark Liberty Intl,Newark,United States,-73.615,41.154,Continental Airlines,United States,315
General Edward Lawrence Logan Intl,Boston,United States,-70.342,42.607,Halifax Intl,Halifax,Canada,-63.182,45.468,Continental Airlines,United States,654
Brussels Natl,Brussels,Belgium,4.807,51.502,Banjul Intl,Banjul,Gambia,-16.421,13.563,Continental Airlines,United States,4627
Brussels Natl,Brussels,Belgium,4.807,51.502,Yaounde Nsimalen,Yaounde,Cameroon,11.922,4.204,Continental Airlines,United States,5300
Burlington Intl,Burlington,United States,-72.589,44.786,Washington Dulles Intl,Washington,United States,-77.094,39.574,Continental Airlines,United States,687
Baltimore Washington Intl,Baltimore,United States,-76.448,39.292,Cleveland Hopkins Intl,Cleveland,United States,-81.75,41.686,Continental Airlines,United States,521
Philip S W Goldson Intl,Belize City,Belize,-87.848,17.898,George Bush Intcntl Houston,Houston,United States,-94.903,30.64,Continental Airlines,United States,1586
Charles De Gaulle,Paris,France,2.916,49.021,Newark Liberty Intl,Newark,United States,-73.615,41.154,Continental Airlines,United States,5813
Charleston Afb Intl,Charleston,United States,-79.401,33.497,George Bush Intcntl Houston,Houston,United States,-94.903,30.64,Continental Airlines,United States,1493
Cleveland Hopkins Intl,Cleveland,United States,-81.75,41.686,Albany Intl,Albany,United States,-73.67,43.247,Continental Airlines,United States,684
Cleveland Hopkins Intl,Cleveland,United States,-81.75,41.686,Charlotte Douglas Intl,Charlotte,United States,-80.906,35.356,Continental Airlines,United States,707
Cleveland Hopkins Intl,Cleveland,United States,-81.75,41.686,DuBois Regional Airport,Du Bois,United States,-78.832,41.297,Continental Airlines,United States,246
Cleveland Hopkins Intl,Cleveland,United States,-81.75,41.686,Greenville-Spartanburg International,Greenville,United States,-81.699,35.492,Continental Airlines,United States,688
Cleveland Hopkins Intl,Cleveland,United States,-81.75,41.686,Greenbrier Valley Airport,Lewisburg,United States,-80,38.43,Continental Airlines,United States,391
Cleveland Hopkins Intl,Cleveland,United States,-81.75,41.686,Minneapolis St Paul Intl,Minneapolis,United States,-92.703,45.469,Continental Airlines,United States,976
Cleveland Hopkins Intl,Cleveland,United States,-81.75,41.686,Theodore Francis Green State,Providence,United States,-71.034,42.22,Continental Airlines,United States,887
Cleveland Hopkins Intl,Cleveland,United States,-81.75,41.686,Luis Munoz Marin Intl,San Juan,Puerto Rico,-65.337,18.732,Continental Airlines,United States,2988
Charlotte Douglas Intl,Charlotte,United States,-80.906,35.356,Newark Liberty Intl,Newark,United States,-73.615,41.154,Continental Airlines,United States,905
Port Columbus Intl,Columbus,United States,-82.82,40.663,Washington Dulles Intl,Washington,United States,-77.094,39.574,Continental Airlines,United States,501
City Of Colorado Springs Muni,Colorado Springs,United States,-104.502,39.343,Washington Dulles Intl,Washington,United States,-77.094,39.574,Continental Airlines,United States,2344
Yeager,Charleston,United States,-81.322,38.621,George Bush Intcntl Houston,Houston,United States,-94.903,30.64,Continental Airlines,United States,1524
Cancun Intl,Cancun,Mexico,-86.796,21.06,Los Angeles Intl,Los Angeles,United States,-118.014,34.57,Continental Airlines,United States,3398
Cincinnati Northern Kentucky Intl,Cincinnati,United States,-84.447,39.081,Chicago Ohare Intl,Chicago,United States,-87.842,42.631,Continental Airlines,United States,487
James M Cox Dayton Intl,Dayton,United States,-83.699,40.503,Denver Intl,Denver,United States,-104.456,40.436,Continental Airlines,United States,1751
Ronald Reagan Washington Natl,Washington,United States,-76.397,39.42,Chicago Ohare Intl,Chicago,United States,-87.842,42.631,Continental Airlines,United States,1023
Denver Intl,Denver,United States,-104.456,40.436,Billings Logan International Airport,Billings,United States,-108.23,46.348,Continental Airlines,United States,724
Denver Intl,Denver,United States,-104.456,40.436,Cedar Rapids,Cedar Rapids,United States,-91.519,42.474,Continental Airlines,United States,1100
Denver Intl,Denver,United States,-104.456,40.436,Ronald Reagan Washington Natl,Washington,United States,-76.397,39.42,Continental Airlines,United States,2385
Denver Intl,Denver,United States,-104.456,40.436,Newark Liberty Intl,Newark,United States,-73.615,41.154,Continental Airlines,United States,2583
Denver Intl,Denver,United States,-104.456,40.436,Spokane Intl,Spokane,United States,-117.224,48.033,Continental Airlines,United States,1319
Denver Intl,Denver,United States,-104.456,40.436,Huntsville International Airport-Carl T Jones Field,Huntsville,United States,-86.626,35.061,Continental Airlines,United States,1673
Denver Intl,Denver,United States,-104.456,40.436,Los Angeles Intl,Los Angeles,United States,-118.014,34.57,Continental Airlines,United States,1360
Denver Intl,Denver,United States,-104.456,40.436,Orlando Intl,Orlando,United States,-80.849,28.715,Continental Airlines,United States,2511
Denver Intl,Denver,United States,-104.456,40.436,Monterey Peninsula,Monterey,United States,-121.739,36.978,Continental Airlines,United States,1545
Denver Intl,Denver,United States,-104.456,40.436,Will Rogers World,Oklahoma City,United States,-97.335,35.655,Continental Airlines,United States,818
Denver Intl,Denver,United States,-104.456,40.436,Pittsburgh Intl,Pittsburgh (pennsylva),United States,-79.722,40.819,Continental Airlines,United States,2080
Denver Intl,Denver,United States,-104.456,40.436,San Antonio Intl,San Antonio,United States,-98.117,29.889,Continental Airlines,United States,1305
Denver Intl,Denver,United States,-104.456,40.436,Sacramento Intl,Sacramento,United States,-121.318,39.159,Continental Airlines,United States,1445
Denver Intl,Denver,United States,-104.456,40.436,Edmonton Intl,Edmonton,Canada,-113.3,53.516,Continental Airlines,United States,1598
Dallas Fort Worth Intl,Dallas-fort Worth,United States,-96.397,33.494,Washington Dulles Intl,Washington,United States,-77.094,39.574,Continental Airlines,United States,1847
Duluth Intl,Duluth,United States,-91.657,47.403,Chicago Ohare Intl,Chicago,United States,-87.842,42.631,Continental Airlines,United States,609
Des Moines Intl,Des Moines,United States,-93.439,41.889,Chicago Ohare Intl,Chicago,United States,-87.842,42.631,Continental Airlines,United States,467
DuBois Regional Airport,Du Bois,United States,-78.832,41.297,Cleveland Hopkins Intl,Cleveland,United States,-81.75,41.686,Continental Airlines,United States,246
Eagle Co Rgnl,Vail,United States,-106.863,40.07,Newark Liberty Intl,Newark,United States,-73.615,41.154,Continental Airlines,United States,2792
Mahlon Sweet Fld,Eugene,United States,-122.687,44.207,Portland Intl,Portland,United States,-122.33,45.981,Continental Airlines,United States,199
Newark Liberty Intl,Newark,United States,-73.615,41.154,Austin Bergstrom Intl,Austin,United States,-97.45,30.324,Continental Airlines,United States,2453
Newark Liberty Intl,Newark,United States,-73.615,41.154,Nashville Intl,Nashville,United States,-86.464,36.207,Continental Airlines,United States,1241
Newark Liberty Intl,Newark,United States,-73.615,41.154,Buffalo Niagara Intl,Buffalo,United States,-78.554,43.567,Continental Airlines,United States,486
Newark Liberty Intl,Newark,United States,-73.615,41.154,Kastrup,Copenhagen,Denmark,13.093,56.029,Continental Airlines,United States,6144
Newark Liberty Intl,Newark,United States,-73.615,41.154,Des Moines Intl,Des Moines,United States,-93.439,41.889,Continental Airlines,United States,1648
Newark Liberty Intl,Newark,United States,-73.615,41.154,Frankfurt Main,Frankfurt,Germany,8.905,50.044,Continental Airlines,United States,6163
Newark Liberty Intl,Newark,United States,-73.615,41.154,Geneva Cointrin,Geneva,Switzerland,6.181,46.396,Continental Airlines,United States,6154
Newark Liberty Intl,Newark,United States,-73.615,41.154,Ithaca Tompkins Rgnl,Ithaca,United States,-76.098,42.818,Continental Airlines,United States,276
Newark Liberty Intl,Newark,United States,-73.615,41.154,Adams Fld,Little Rock,United States,-91.708,35.215,Continental Airlines,United States,1709
Newark Liberty Intl,Newark,United States,-73.615,41.154,Licenciado Benito Juarez Intl,Mexico City,Mexico,-98.454,19.727,Continental Airlines,United States,3344
Newark Liberty Intl,Newark,United States,-73.615,41.154,Franz Josef Strauss,Munich,Germany,12.31,48.589,Continental Airlines,United States,6456
Newark Liberty Intl,Newark,United States,-73.615,41.154,Norfolk Intl,Norfolk,United States,-75.669,37.491,Continental Airlines,United States,443
Newark Liberty Intl,Newark,United States,-73.615,41.154,Pittsburgh Intl,Pittsburgh (pennsylva),United States,-79.722,40.819,Continental Airlines,United States,513
Newark Liberty Intl,Newark,United States,-73.615,41.154,Licenciado Gustavo Diaz Ordaz Intl,Puerto Vallarta,Mexico,-104.757,21.133,Continental Airlines,United States,3673
Newark Liberty Intl,Newark,United States,-73.615,41.154,La Mesa Intl,San Pedro Sula,Honduras,-87.873,15.754,Continental Airlines,United States,3139
Newark Liberty Intl,Newark,United States,-73.615,41.154,Juan Santamaria Intl,San Jose,Costa Rica,-83.682,10.656,Continental Airlines,United States,3531
Newark Liberty Intl,Newark,United States,-73.615,41.154,Syracuse Hancock Intl,Syracuse,United States,-75.511,43.185,Continental Airlines,United States,274
Newark Liberty Intl,Newark,United States,-73.615,41.154,Ottawa Macdonald Cartier Intl,Ottawa,Canada,-75.449,45.537,Continental Airlines,United States,509
Key West Intl,Key West,United States,-81.6,24.926,Tampa Intl,Tampa,United States,-82.223,28.625,Continental Airlines,United States,415
Fresno Yosemite Intl,Fresno,United States,-119.531,37.293,San Francisco Intl,San Francisco,United States,-121.959,38.031,Continental Airlines,United States,228
Fort Lauderdale Hollywood Intl,Fort Lauderdale,United States,-79.588,26.12,Cleveland Hopkins Intl,Cleveland,United States,-81.75,41.686,Continental Airlines,United States,1742
Fort Lauderdale Hollywood Intl,Fort Lauderdale,United States,-79.588,26.12,George Bush Intcntl Houston,Houston,United States,-94.903,30.64,Continental Airlines,United States,1578
Grand Bahama Intl,Freeport,Bahamas,-78.493,26.931,Fort Lauderdale Hollywood Intl,Fort Lauderdale,United States,-79.588,26.12,Continental Airlines,United States,141
Frankfurt Main,Frankfurt,Germany,8.905,50.044,Detroit Metro Wayne Co,Detroit,United States,-82.923,42.354,Continental Airlines,United States,6662
Frankfurt Main,Frankfurt,Germany,8.905,50.044,Orlando Intl,Orlando,United States,-80.849,28.715,Continental Airlines,United States,7587
Fukuoka,Fukuoka,Japan,130.751,33.976,Guam Intl,Agana,Guam,145.326,13.805,Continental Airlines,United States,2681
Don Miguel Hidalgo Y Costilla Intl,Guadalajara,Mexico,-102.852,20.869,San Francisco Intl,San Francisco,United States,-121.959,38.031,Continental Airlines,United States,2646
Galeao Antonio Carlos Jobim,Rio De Janeiro,Brazil,-42.74,-22.682,Miami Intl,Miami,United States,-79.818,26.322,Continental Airlines,United States,6753
Gerald R Ford Intl,Grand Rapids,United States,-85.205,43.468,Cleveland Hopkins Intl,Cleveland,United States,-81.75,41.686,Continental Airlines,United States,345
Guarulhos Gov Andre Franco Montouro,Sao Paulo,Brazil,-46.116,-23.054,George Bush Intcntl Houston,Houston,United States,-94.903,30.64,Continental Airlines,United States,7918
Piedmont Triad,Greensboro,United States,-79.896,36.162,Chicago Ohare Intl,Chicago,United States,-87.842,42.631,Continental Airlines,United States,990
La Aurora,Guatemala City,Guatemala,-90.213,14.972,George Bush Intcntl Houston,Houston,United States,-94.903,30.64,Continental Airlines,United States,1806
Guam Intl,Agana,Guam,145.326,13.805,Honolulu Intl,Honolulu,United States,-157.871,21.531,Continental Airlines,United States,6048
Guam Intl,Agana,Guam,145.326,13.805,Rota Intl,Rota,Northern Mariana Islands,145.404,14.29,Continental Airlines,United States,54
Geneva Cointrin,Geneva,Switzerland,6.181,46.396,Pierre Elliott Trudeau Intl,Montreal,Canada,-73.569,45.784,Continental Airlines,United States,5871
Hong Kong Intl,Hong Kong,Hong Kong,114.524,22.514,Newark Liberty Intl,Newark,United States,-73.615,41.154,Continental Airlines,United States,12885
Tokyo Intl,Tokyo,Japan,140.299,35.92,Honolulu Intl,Honolulu,United States,-157.871,21.531,Continental Airlines,United States,6136
Honolulu Intl,Honolulu,United States,-157.871,21.531,Marshall Islands Intl,Majuro,Marshall Islands,171.453,7.107,Continental Airlines,United States,3661
Valley Intl,Harlingen,United States,-97.424,26.38,George Bush Intcntl Houston,Houston,United States,-94.903,30.64,Continental Airlines,United States,533
Washington Dulles Intl,Washington,United States,-77.094,39.574,Albany Intl,Albany,United States,-73.67,43.247,Continental Airlines,United States,498
Washington Dulles Intl,Washington,United States,-77.094,39.574,Burlington Intl,Burlington,United States,-72.589,44.786,Continental Airlines,United States,687
Washington Dulles Intl,Washington,United States,-77.094,39.574,Yeager,Charleston,United States,-81.322,38.621,Continental Airlines,United States,379
Washington Dulles Intl,Washington,United States,-77.094,39.574,Newark Liberty Intl,Newark,United States,-73.615,41.154,Continental Airlines,United States,343
Washington Dulles Intl,Washington,United States,-77.094,39.574,Geneva Cointrin,Geneva,Switzerland,6.181,46.396,Continental Airlines,United States,6496
Washington Dulles Intl,Washington,United States,-77.094,39.574,Los Angeles Intl,Los Angeles,United States,-118.014,34.57,Continental Airlines,United States,3641
Washington Dulles Intl,Washington,United States,-77.094,39.574,Louis Armstrong New Orleans Intl,New Orleans,United States,-89.764,30.655,Continental Airlines,United States,1517
Washington Dulles Intl,Washington,United States,-77.094,39.574,Pensacola Rgnl,Pensacola,United States,-86.645,30.789,Continental Airlines,United States,1305
Washington Dulles Intl,Washington,United States,-77.094,39.574,San Diego Intl,San Diego,United States,-116.65,33.222,Continental Airlines,United States,3580
Washington Dulles Intl,Washington,United States,-77.094,39.574,Sacramento Intl,Sacramento,United States,-121.318,39.159,Continental Airlines,United States,3762
Washington Dulles Intl,Washington,United States,-77.094,39.574,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Continental Airlines,United States,540
George Bush Intcntl Houston,Houston,United States,-94.903,30.64,Schiphol,Amsterdam,Netherlands,5.273,52.514,Continental Airlines,United States,7986
George Bush Intcntl Houston,Houston,United States,-94.903,30.64,Nashville Intl,Nashville,United States,-86.464,36.207,Continental Airlines,United States,997
George Bush Intcntl Houston,Houston,United States,-94.903,30.64,Philip S W Goldson Intl,Belize City,Belize,-87.848,17.898,Continental Airlines,United States,1586
George Bush Intcntl Houston,Houston,United States,-94.903,30.64,Charlotte Douglas Intl,Charlotte,United States,-80.906,35.356,Continental Airlines,United States,1405
George Bush Intcntl Houston,Houston,United States,-94.903,30.64,Cincinnati Northern Kentucky Intl,Cincinnati,United States,-84.447,39.081,Continental Airlines,United States,1336
George Bush Intcntl Houston,Houston,United States,-94.903,30.64,Des Moines Intl,Des Moines,United States,-93.439,41.889,Continental Airlines,United States,1257
George Bush Intcntl Houston,Houston,United States,-94.903,30.64,Owen Roberts Intl,Georgetown,Cayman Islands,-80.93,19.487,Continental Airlines,United States,1872
George Bush Intcntl Houston,Houston,United States,-94.903,30.64,Piedmont Triad,Greensboro,United States,-79.896,36.162,Continental Airlines,United States,1520
George Bush Intcntl Houston,Houston,United States,-94.903,30.64,Huntsville International Airport-Carl T Jones Field,Huntsville,United States,-86.626,35.061,Continental Airlines,United States,915
George Bush Intcntl Houston,Houston,United States,-94.903,30.64,Los Angeles Intl,Los Angeles,United States,-118.014,34.57,Continental Airlines,United States,2203
George Bush Intcntl Houston,Houston,United States,-94.903,30.64,Daniel Oduber Quiros Intl,Liberia,Costa Rica,-85.241,10.988,Continental Airlines,United States,2401
George Bush Intcntl Houston,Houston,United States,-94.903,30.64,Memphis Intl,Memphis,United States,-89.962,35.07,Continental Airlines,United States,674
George Bush Intcntl Houston,Houston,United States,-94.903,30.64,Monroe Rgnl,Monroe,United States,-91.397,32.851,Continental Airlines,United States,412
George Bush Intcntl Houston,Houston,United States,-94.903,30.64,Xoxocotlan Intl,Oaxaca,Mexico,-96.545,17.666,Continental Airlines,United States,1452
George Bush Intcntl Houston,Houston,United States,-94.903,30.64,Philadelphia Intl,Philadelphia,United States,-74.736,40.453,Continental Airlines,United States,2118
George Bush Intcntl Houston,Houston,United States,-94.903,30.64,Raleigh Durham Intl,Raleigh-durham,United States,-78.646,36.462,Continental Airlines,United States,1636
George Bush Intcntl Houston,Houston,United States,-94.903,30.64,Savannah Hilton Head Intl,Savannah,United States,-80.671,32.212,Continental Airlines,United States,1360
George Bush Intcntl Houston,Houston,United States,-94.903,30.64,Luis Munoz Marin Intl,San Juan,Puerto Rico,-65.337,18.732,Continental Airlines,United States,3253
George Bush Intcntl Houston,Houston,United States,-94.903,30.64,Toncontin Intl,Tegucigalpa,Honduras,-86.696,14.101,Continental Airlines,United States,2021
George Bush Intcntl Houston,Houston,United States,-94.903,30.64,Mc Ghee Tyson,Knoxville,United States,-83.991,36.351,Continental Airlines,United States,1193
George Bush Intcntl Houston,Houston,United States,-94.903,30.64,Pierre Elliott Trudeau Intl,Montreal,Canada,-73.569,45.784,Continental Airlines,United States,2497
Wichita Mid Continent,Wichita,United States,-97.056,38.083,Denver Intl,Denver,United States,-104.456,40.436,Continental Airlines,United States,688
